date,time,location,download,upload,latency
2022-11-06,05:47,Gribskov,368.88,875.52,12.8 ms
2022-03-01,07:39,Hjørring,1284.92,24.23,28.13 ms
2022-07-10,16:42,Odder,1269.04,1177.85,21.88 ms
2022-06-12,08:16,Greve,821.59,1053.54,52.46 ms
2022-02-28,17:22,Rødovre,2212.74,709.81,53.67 ms
2022-07-22,06:49,Skive,766.36,951.52,40.51 ms
2022-01-15,02:27,Hjørring,631.75,1271.12,40.08 ms
2022-07-18,14:13,Norddjurs,211.51,1275.96,51.98 ms
2022-04-04,05:34,Viborg,251.35,937.12,13.87 ms
2022-11-20,07:24,Aalborg,1893.95,1060.19,14.83 ms
2022-03-03,06:38,Roskilde,1599.53,129.49,9.61 ms
2022-11-04,15:35,Jammerbugt,266.16,732.59,50.26 ms
2022-08-11,21:38,Vejen,122.76,600.13,27.3 ms
2022-09-27,15:09,Jammerbugt,258.23,1172.53,3.59 ms
2022-06-29,07:35,Langeland,1962.02,9.7,49.33 ms
2022-08-29,15:31,Sønderborg,1840.86,1056.31,30.15 ms
2022-07-20,08:06,Furesø,1663.08,729.87,53.36 ms
2022-06-01,03:57,Ishøj,1763.68,869.53,30.24 ms
2022-02-14,13:16,Gribskov,290.68,271.11,51.8 ms
2022-08-09,00:28,Rødovre,1167.81,307.5,28.33 ms
2022-11-12,14:18,Lolland,1762.6,137.1,53.71 ms
2022-06-26,12:17,Odsherred,74.63,327.67,22.22 ms
2022-09-15,23:36,Syddjurs,1538.99,970.24,3.3 ms
2022-04-13,17:57,Horsens,1881.2,330.45,4.7 ms
2022-02-18,00:13,Fredensborg,1185.03,363.92,53.7 ms
2022-02-13,16:40,Struer,422.11,957.7,35.06 ms
2022-08-20,21:13,Fanø,109.26,1043.91,21.32 ms
2022-06-03,08:25,Morsø,2327.35,516.47,30.2 ms
2022-04-01,16:46,Nyborg,1172.95,658.44,13.49 ms
2022-02-13,08:46,Faaborg-Midtfyn,176.36,878.24,18.4 ms
2022-06-14,07:44,Mariagerfjord,1455.81,173.97,32.98 ms
2022-04-20,06:46,Gladsaxe,785.84,154.46,32.76 ms
2022-06-14,22:16,Hjørring,1874.22,773.92,6.96 ms
2022-08-08,12:37,Hvidovre,589.39,725.71,51.47 ms
2022-08-12,07:11,Hvidovre,85.94,1082.58,40.85 ms
2022-02-19,19:09,Silkeborg,628.72,744.4,35.49 ms
2022-08-12,06:10,Dragør,251.55,766.16,18.27 ms
2022-09-18,21:33,Jammerbugt,718.79,374.04,54.01 ms
2022-01-20,01:16,Lolland,536.81,766.35,15.71 ms
2022-09-27,20:20,Ballerup,1343.07,729.45,45.6 ms
2022-12-31,18:04,Rudersdal,1515.67,1029.77,20.34 ms
2022-05-25,16:26,Skive,783.82,523.86,5.62 ms
2022-03-29,20:11,Ringsted,928.29,49.98,39.74 ms
2022-09-23,00:28,Frederikshavn,1104.35,113.0,48.8 ms
2022-10-11,11:22,Helsingør,2336.41,911.23,9.42 ms
2022-03-03,22:45,Odense,4.11,411.93,34.17 ms
2022-04-11,05:03,Vallensbæk,2523.62,806.07,38.94 ms
2022-01-05,10:34,Horsens,2283.85,1251.78,4.06 ms
2022-09-18,18:48,Varde,1399.45,598.95,38.48 ms
2022-03-16,14:40,Norddjurs,885.94,1087.29,30.63 ms
2022-04-08,20:52,Aabenraa,228.78,936.78,53.96 ms
2022-05-20,22:07,Køge,1194.17,137.27,2.76 ms
2022-02-21,01:55,Egedal,380.19,951.0,36.5 ms
2022-04-16,20:46,Frederikssund,309.29,633.48,5.85 ms
2022-05-07,01:12,Aabenraa,675.71,105.15,43.12 ms
2022-11-06,14:26,Faaborg-Midtfyn,1540.76,298.23,5.68 ms
2022-07-05,19:38,Holstebro,279.19,1191.47,35.55 ms
2022-03-14,13:40,Frederikshavn,1169.96,32.5,10.45 ms
2022-01-16,06:05,Odense,26.3,412.75,55.91 ms
2022-09-18,11:45,Bornholm,2185.89,876.9,53.13 ms
2022-04-17,20:18,Ishøj,453.66,155.46,5.69 ms
2022-12-01,02:25,Hvidovre,2069.82,935.6,44.84 ms
2022-07-01,23:22,Sorø,1763.13,646.01,48.64 ms
2022-05-16,23:42,Billund,147.88,417.82,19.62 ms
2022-12-28,13:31,Køge,861.04,116.27,32.65 ms
2022-10-19,09:53,Morsø,1310.71,561.69,51.85 ms
2022-05-01,07:33,Frederiksberg,1802.68,1120.91,36.44 ms
2022-11-29,19:05,Frederikssund,962.9,643.47,43.23 ms
2022-12-10,21:41,Ballerup,1440.81,1129.38,35.24 ms
2022-11-28,05:45,Odense,2500.42,59.66,18.48 ms
2022-04-16,20:36,Aarhus,467.13,20.44,6.54 ms
2022-12-31,01:06,Billund,2424.49,1152.29,16.2 ms
2022-12-01,00:20,Holstebro,1678.23,1241.49,40.83 ms
2022-05-14,06:00,Rødovre,1506.48,188.85,44.01 ms
2022-04-19,03:53,Randers,1158.86,1146.56,5.53 ms
2022-08-07,19:12,Ikast-Brande,752.48,503.23,37.97 ms
2022-04-15,14:10,Albertslund,1870.25,386.09,31.01 ms
2022-02-25,12:08,Læsø,179.58,763.64,39.84 ms
2022-08-14,21:58,Bornholm,1142.33,1199.49,32.43 ms
2022-12-25,08:30,Vejle,519.78,137.4,22.13 ms
2022-10-22,21:43,Randers,679.32,92.28,16.5 ms
2022-01-09,13:36,Mariagerfjord,2289.82,955.09,12.1 ms
2022-02-19,16:23,Dragør,781.09,362.63,13.62 ms
2022-01-31,14:39,Ringsted,1261.29,1061.15,7.19 ms
2022-03-06,20:23,Vallensbæk,277.27,1263.42,31.06 ms
2022-07-11,20:58,Morsø,1576.73,346.71,11.85 ms
2022-02-21,05:45,Aalborg,1145.8,710.13,34.06 ms
2022-03-12,15:40,Halsnæs,436.42,22.51,49.58 ms
2022-05-22,04:15,Hedensted,2321.15,436.01,18.55 ms
2022-12-27,11:14,Odense,283.66,646.31,42.1 ms
2022-01-31,22:40,Faaborg-Midtfyn,616.29,512.84,47.45 ms
2022-10-08,10:34,Rudersdal,2212.88,750.78,38.03 ms
2022-03-14,19:42,Egedal,1193.51,1250.01,16.14 ms
2022-07-09,01:15,Halsnæs,1508.58,457.25,37.18 ms
2022-04-13,17:13,Roskilde,460.05,826.35,51.82 ms
2022-06-20,01:42,Vallensbæk,1303.84,761.85,28.92 ms
2022-11-12,23:40,Aabenraa,2171.58,272.33,29.75 ms
2022-03-18,20:03,Bornholm,10.31,406.35,51.1 ms
2022-09-06,11:05,Herning,918.48,158.62,2.55 ms
2022-03-13,02:51,Sorø,112.19,654.19,6.93 ms
2022-02-17,04:13,Frederikssund,1650.9,1190.94,53.67 ms
2022-10-09,00:38,Slagelse,2376.29,91.71,3.73 ms
2022-09-17,22:39,Syddjurs,393.92,1277.49,47.98 ms
2022-05-20,08:47,Glostrup,1851.96,1154.72,41.18 ms
2022-08-22,09:05,Allerød,2129.33,596.37,41.78 ms
2022-08-08,03:56,Faxe,237.65,111.08,22.44 ms
2022-09-01,06:03,Sønderborg,619.43,1050.68,50.96 ms
2022-05-07,16:30,Høje-Taastrup,353.06,267.3,2.78 ms
2022-08-17,14:39,Vesthimmerland,1728.63,333.43,18.03 ms
2022-02-05,03:51,Aarhus,1260.71,387.22,11.43 ms
2022-12-19,23:21,Bornholm,367.95,950.06,36.21 ms
2022-01-22,22:50,Samsø,1361.42,1066.36,7.69 ms
2022-06-04,10:36,Lemvig,248.21,182.33,14.75 ms
2022-05-09,05:40,Gladsaxe,343.78,361.23,49.31 ms
2022-02-09,01:05,Kerteminde,2551.99,182.47,28.74 ms
2022-10-03,05:24,Aalborg,603.12,198.21,33.55 ms
2022-01-20,14:31,Slagelse,494.79,275.04,24.53 ms
2022-03-22,15:25,Rødovre,1566.39,632.53,16.02 ms
2022-10-09,17:48,Herlev,985.59,1009.03,43.77 ms
2022-01-21,14:51,Viborg,231.41,1022.39,6.52 ms
2022-06-20,06:50,Skanderborg,823.92,131.07,21.68 ms
2022-09-18,05:58,Sønderborg,1304.85,907.69,2.19 ms
2022-11-02,16:49,Odsherred,2398.24,684.83,7.08 ms
2022-01-14,03:19,Fredericia,267.29,923.08,40.32 ms
2022-11-02,03:11,Lyngby-Taarbæk,198.63,1117.44,47.14 ms
2022-06-08,08:15,Glostrup,1447.76,196.74,31.94 ms
2022-06-05,23:54,Brønderslev,390.97,1185.68,14.01 ms
2022-06-26,01:00,Frederikssund,2033.05,622.4,8.38 ms
2022-12-20,15:54,Langeland,347.79,810.8,44.46 ms
2022-10-21,14:36,Allerød,1293.56,921.14,39.32 ms
2022-10-29,09:48,Syddjurs,1736.67,1213.11,54.39 ms
2022-10-11,19:48,Middelfart,1468.96,466.05,30.46 ms
2022-12-02,19:42,Viborg,2544.17,1243.48,24.43 ms
2022-03-28,23:06,Tårnby,1307.85,735.86,15.21 ms
2022-01-28,12:05,Copenhagen,2263.62,861.53,22.6 ms
2022-10-05,00:49,Faxe,519.33,668.34,46.49 ms
2022-06-01,14:50,Albertslund,1741.84,587.92,14.78 ms
2022-10-26,09:31,Kalundborg,807.79,168.45,43.25 ms
2022-08-01,14:56,Hvidovre,376.01,78.56,4.08 ms
2022-06-10,03:18,Gentofte,995.23,375.57,44.9 ms
2022-02-04,14:17,Horsens,1088.49,655.61,25.9 ms
2022-02-17,13:51,Assens,1455.97,216.24,27.62 ms
2022-08-16,06:21,Nyborg,1435.84,1150.57,25.52 ms
2022-07-08,15:09,Aalborg,1967.45,1247.11,36.61 ms
2022-10-05,11:29,Hørsholm,100.61,1229.27,6.65 ms
2022-02-15,15:08,Vallensbæk,839.17,768.52,19.67 ms
2022-02-05,02:55,Lyngby-Taarbæk,2168.87,401.64,29.12 ms
2022-11-16,16:18,Hjørring,1263.7,273.65,27.14 ms
2022-08-17,10:59,Hedensted,159.09,695.12,25.91 ms
2022-09-29,14:49,Skanderborg,2235.39,960.06,27.95 ms
2022-12-31,07:23,Gladsaxe,1994.96,543.69,31.56 ms
2022-09-16,23:26,Aalborg,2091.71,1146.66,25.55 ms
2022-02-11,13:58,Solrød,577.49,889.26,20.94 ms
2022-01-31,16:11,Vejle,1950.75,1166.03,20.25 ms
2022-08-06,19:12,Bornholm,1158.25,1180.82,29.71 ms
2022-06-28,17:41,Kalundborg,588.05,239.44,48.85 ms
2022-12-15,03:48,Vejen,738.06,761.72,20.01 ms
2022-08-22,06:47,Faaborg-Midtfyn,848.24,463.92,41.71 ms
2022-01-25,10:30,Morsø,1527.06,138.65,41.56 ms
2022-09-08,18:04,Hvidovre,2224.48,943.57,10.18 ms
2022-01-21,14:49,Rødovre,874.16,1237.48,45.13 ms
2022-03-02,12:46,Lemvig,1222.86,191.7,9.42 ms
2022-01-07,06:39,Ikast-Brande,577.14,557.56,20.14 ms
2022-07-04,09:52,Faaborg-Midtfyn,762.84,1099.77,30.92 ms
2022-03-31,20:55,Rødovre,699.2,984.65,38.33 ms
2022-01-04,01:34,Roskilde,628.66,1162.53,32.11 ms
2022-02-19,09:24,Norddjurs,147.14,1220.38,4.85 ms
2022-09-19,03:42,Egedal,602.66,583.51,30.85 ms
2022-04-20,00:09,Vejen,92.35,497.29,46.28 ms
2022-12-08,08:31,Glostrup,1166.89,970.86,45.47 ms
2022-04-21,12:00,Hjørring,630.25,436.97,26.86 ms
2022-03-29,11:15,Copenhagen,362.59,251.02,2.19 ms
2022-11-13,19:54,Assens,2368.5,713.39,46.72 ms
2022-10-13,01:05,Varde,2162.19,330.15,45.09 ms
2022-01-11,01:09,Tønder,731.47,69.82,20.25 ms
2022-01-08,12:51,Ballerup,212.61,333.44,24.81 ms
2022-10-09,15:46,Thisted,1947.74,812.4,24.2 ms
2022-10-21,23:48,Høje-Taastrup,955.9,185.78,34.83 ms
2022-09-10,01:12,Fanø,2404.11,772.08,18.35 ms
2022-04-17,08:45,Brønderslev,1706.0,1022.26,37.88 ms
2022-10-04,13:22,Vejle,2016.19,170.24,25.65 ms
2022-01-05,12:10,Vesthimmerland,170.88,42.9,33.23 ms
2022-05-09,20:15,Allerød,2186.3,117.16,5.9 ms
2022-06-09,20:38,Læsø,665.17,868.01,48.25 ms
2022-10-05,10:07,Ringsted,538.52,435.3,32.58 ms
2022-01-31,11:09,Varde,1008.3,525.42,2.68 ms
2022-02-16,11:34,Silkeborg,190.9,759.22,35.88 ms
2022-04-09,12:38,Frederikssund,722.37,1259.69,6.67 ms
2022-06-22,22:24,Odsherred,998.03,1107.53,48.59 ms
2022-04-22,16:18,Ikast-Brande,804.47,607.62,40.47 ms
2022-03-01,16:59,Roskilde,1209.01,405.46,9.72 ms
2022-12-09,08:39,Stevns,2487.14,826.12,50.98 ms
2022-05-29,05:02,Rudersdal,1423.82,185.06,27.0 ms
2022-05-14,05:27,Langeland,126.7,210.29,53.84 ms
2022-07-01,01:44,Hørsholm,1792.92,464.65,9.27 ms
2022-10-16,01:55,Brøndby,1087.83,502.53,52.99 ms
2022-07-05,12:56,Hjørring,1225.42,177.46,52.6 ms
2022-07-21,04:02,Sønderborg,1807.58,1089.49,18.35 ms
2022-09-15,00:19,Roskilde,1053.16,87.22,6.07 ms
2022-12-07,19:28,Nyborg,2556.2,1139.41,54.49 ms
2022-12-17,16:39,Ikast-Brande,2448.48,137.24,39.7 ms
2022-12-13,16:04,Silkeborg,1585.07,381.12,46.16 ms
2022-03-04,12:56,Dragør,534.02,187.02,28.16 ms
2022-07-27,04:04,Greve,1396.03,341.14,29.79 ms
2022-09-15,00:15,Morsø,1745.85,153.56,7.76 ms
2022-10-02,01:00,Ishøj,1368.54,1258.16,52.33 ms
2022-08-04,20:54,Halsnæs,1991.1,1020.16,34.11 ms
2022-06-21,08:59,Syddjurs,1928.48,42.6,8.28 ms
2022-01-15,05:21,Haderslev,1426.05,1034.87,34.04 ms
2022-10-05,10:16,Aalborg,1496.12,569.6,3.85 ms
2022-09-16,16:56,Glostrup,1222.55,351.63,54.06 ms
2022-10-30,07:58,Thisted,2103.08,143.78,9.94 ms
2022-03-04,16:13,Rudersdal,2134.48,457.72,52.58 ms
2022-08-13,05:10,Hjørring,1796.25,622.79,11.08 ms
2022-12-25,05:37,Norddjurs,886.21,80.87,9.71 ms
2022-01-11,03:20,Tønder,1752.25,643.11,42.34 ms
2022-08-31,00:46,Herning,1423.9,248.69,47.53 ms
2022-06-05,00:16,Tårnby,2286.54,145.73,5.51 ms
2022-01-25,16:36,Kerteminde,559.99,366.92,28.81 ms
2022-05-21,22:21,Viborg,1556.84,593.16,54.93 ms
2022-10-31,08:14,Frederikssund,1715.18,449.38,18.45 ms
2022-12-24,13:05,Skive,2241.53,127.7,33.69 ms
2022-08-07,09:21,Gentofte,1812.83,55.36,9.95 ms
2022-06-14,09:06,Norddjurs,2140.25,106.54,52.15 ms
2022-12-30,10:27,Glostrup,879.22,629.63,17.89 ms
2022-05-29,07:36,Ballerup,332.64,393.85,4.31 ms
2022-02-27,00:08,Skanderborg,2078.45,112.53,18.9 ms
2022-06-29,21:03,Middelfart,320.56,108.49,13.93 ms
2022-06-17,16:14,Esbjerg,1768.91,1035.25,35.21 ms
2022-05-18,04:18,Struer,1368.97,930.97,38.46 ms
2022-08-10,22:00,Høje-Taastrup,1709.74,471.8,49.02 ms
2022-07-16,10:48,Faxe,1172.97,67.62,8.84 ms
2022-09-17,05:45,Tønder,708.6,1247.64,11.79 ms
2022-01-10,08:54,Læsø,1275.48,1183.07,35.81 ms
2022-11-12,01:58,Slagelse,1578.63,1272.6,35.41 ms
2022-09-09,18:37,Norddjurs,495.39,655.94,33.24 ms
2022-05-27,03:14,Kolding,745.38,918.27,44.52 ms
2022-01-29,07:51,Køge,2174.24,340.27,10.19 ms
2022-06-08,20:30,Frederikshavn,893.51,421.49,36.63 ms
2022-12-30,20:12,Morsø,868.14,614.39,29.8 ms
2022-09-23,17:16,Gladsaxe,471.53,827.38,52.81 ms
2022-09-10,22:11,Samsø,652.95,599.82,54.75 ms
2022-02-11,04:31,Vejen,1280.12,197.57,2.85 ms
2022-04-21,17:01,Jammerbugt,1366.67,1147.54,32.39 ms
2022-11-04,04:37,Middelfart,599.1,314.68,10.91 ms
2022-03-11,03:57,Guldborgsund,2413.13,969.58,37.73 ms
2022-02-07,16:58,Køge,1753.65,143.46,13.3 ms
2022-07-09,10:28,Viborg,1314.09,830.15,39.25 ms
2022-01-31,08:27,Silkeborg,2081.08,1151.47,32.91 ms
2022-06-10,18:59,Mariagerfjord,723.77,769.91,46.12 ms
2022-11-21,18:05,Fredensborg,2092.95,1165.03,23.44 ms
2022-11-01,01:46,Assens,2358.87,977.75,14.33 ms
2022-02-28,11:57,Skanderborg,319.11,240.54,51.5 ms
2022-10-09,20:38,Næstved,978.82,1163.43,49.59 ms
2022-11-20,16:38,Rødovre,2406.19,104.76,28.65 ms
2022-10-25,10:59,Holstebro,653.26,515.94,48.5 ms
2022-04-13,22:51,Roskilde,1859.61,192.82,6.97 ms
2022-06-28,05:59,Bornholm,2088.36,978.7,54.18 ms
2022-05-28,08:43,Næstved,246.87,811.86,44.69 ms
2022-10-23,15:06,Faaborg-Midtfyn,2247.82,917.72,45.8 ms
2022-09-29,20:48,Lemvig,2545.34,1146.53,48.79 ms
2022-09-19,21:06,Allerød,2222.81,134.54,21.3 ms
2022-05-10,03:09,Høje-Taastrup,248.54,917.92,24.42 ms
2022-08-12,16:07,Haderslev,313.93,422.87,23.09 ms
2022-06-26,14:00,Mariagerfjord,2430.79,1075.03,44.65 ms
2022-04-09,18:31,Guldborgsund,1914.2,606.58,9.11 ms
2022-06-06,12:47,Lyngby-Taarbæk,2007.16,658.96,10.7 ms
2022-01-25,04:48,Fredericia,324.14,878.22,32.54 ms
2022-01-16,15:46,Odder,2307.3,225.14,43.5 ms
2022-10-05,00:20,Herlev,734.22,315.85,24.95 ms
2022-11-24,00:19,Hedensted,2347.81,1.84,10.28 ms
2022-12-28,08:12,Frederikshavn,2028.79,290.95,52.93 ms
2022-04-27,08:44,Egedal,1696.15,944.11,15.15 ms
2022-01-27,21:50,Silkeborg,943.13,812.31,40.29 ms
2022-01-12,04:33,Holstebro,2017.57,737.31,33.32 ms
2022-12-08,23:57,Sønderborg,387.61,459.19,53.85 ms
2022-09-22,02:44,Kolding,764.46,851.95,6.54 ms
2022-11-04,15:57,Syddjurs,1798.78,1190.56,14.38 ms
2022-03-04,23:41,Lemvig,634.25,147.88,13.07 ms
2022-02-27,00:55,Syddjurs,419.49,525.33,53.71 ms
2022-04-29,18:24,Kalundborg,743.25,1038.66,16.21 ms
2022-10-09,04:50,Struer,2183.77,64.85,55.18 ms
2022-09-14,04:41,Copenhagen,2271.33,750.97,10.29 ms
2022-09-22,20:41,Hjørring,938.72,938.89,37.69 ms
2022-04-11,06:10,Lemvig,352.24,766.95,49.07 ms
2022-03-28,08:18,Ærø,1124.15,822.95,32.52 ms
2022-06-27,15:57,Faxe,287.12,177.03,42.42 ms
2022-06-09,18:27,Hørsholm,1558.93,382.47,26.78 ms
2022-05-24,13:34,Albertslund,1935.26,940.83,32.9 ms
2022-03-12,06:15,Horsens,977.55,1238.77,13.02 ms
2022-08-31,03:48,Randers,2224.44,1273.29,42.64 ms
2022-11-12,23:32,Furesø,2019.57,358.62,23.12 ms
2022-05-10,20:17,Faxe,1476.12,757.46,49.95 ms
2022-05-18,19:51,Lemvig,34.01,189.3,25.24 ms
2022-02-06,18:12,Aalborg,967.37,1048.62,23.89 ms
2022-06-01,08:40,Copenhagen,2101.02,67.52,18.96 ms
2022-06-06,06:45,Frederikssund,1076.12,589.93,6.23 ms
2022-02-17,16:40,Viborg,1357.37,824.24,20.28 ms
2022-12-28,19:27,Bornholm,2047.04,694.85,16.34 ms
2022-08-22,16:27,Favrskov,1502.76,807.49,6.66 ms
2022-05-06,01:59,Hillerød,1180.16,839.61,19.85 ms
2022-12-21,14:04,Sønderborg,2509.72,226.75,9.0 ms
2022-09-21,07:22,Ishøj,284.7,895.11,17.87 ms
2022-05-14,19:46,Holbæk,241.61,81.67,51.5 ms
2022-12-24,15:17,Norddjurs,197.14,271.34,16.28 ms
2022-10-13,17:22,Viborg,909.99,924.78,51.51 ms
2022-08-02,06:27,Billund,1166.36,580.88,21.39 ms
2022-04-21,10:08,Silkeborg,1783.49,44.5,45.0 ms
2022-08-19,05:16,Lolland,117.23,298.1,35.37 ms
2022-10-12,20:34,Favrskov,420.87,314.8,16.73 ms
2022-03-07,05:50,Albertslund,483.35,688.99,40.35 ms
2022-04-29,02:16,Aarhus,2490.71,53.75,47.19 ms
2022-04-16,03:48,Guldborgsund,1905.29,226.23,46.68 ms
2022-01-19,08:18,Samsø,487.62,196.3,11.69 ms
2022-09-13,13:38,Nyborg,968.29,237.89,44.54 ms
2022-07-22,15:36,Faaborg-Midtfyn,2136.7,467.84,40.98 ms
2022-10-12,20:47,Struer,127.14,1216.03,51.89 ms
2022-06-26,22:44,Sønderborg,442.34,289.62,8.76 ms
2022-03-06,02:06,Egedal,501.75,211.71,13.33 ms
2022-03-07,17:00,Stevns,2332.14,1119.22,41.11 ms
2022-02-17,19:54,Copenhagen,1198.33,767.67,17.88 ms
2022-02-14,10:54,Halsnæs,455.54,627.99,30.98 ms
2022-05-15,03:50,Vejle,1978.82,1236.42,36.0 ms
2022-07-18,23:34,Ringsted,1374.15,599.22,36.54 ms
2022-03-17,00:26,Frederiksberg,1834.02,243.44,24.0 ms
2022-04-28,10:59,Norddjurs,265.13,537.77,22.54 ms
2022-12-17,18:08,Varde,2273.15,955.45,30.65 ms
2022-03-20,01:02,Morsø,1733.79,1253.0,20.9 ms
2022-05-31,02:34,Holbæk,1368.45,57.23,31.62 ms
2022-09-23,00:59,Allerød,2150.13,670.31,46.23 ms
2022-03-08,21:30,Egedal,1365.98,694.4,38.86 ms
2022-11-04,18:35,Hedensted,941.9,499.26,31.78 ms
2022-06-17,13:53,Esbjerg,2298.04,140.13,19.23 ms
2022-05-22,18:11,Høje-Taastrup,1984.23,153.47,10.42 ms
2022-03-09,14:51,Frederiksberg,1885.79,319.87,37.51 ms
2022-02-23,10:32,Kerteminde,1354.91,1137.99,35.0 ms
2022-05-24,07:15,Holstebro,821.9,1028.91,5.07 ms
2022-05-26,05:28,Ringkøbing-Skjern,788.23,71.5,21.37 ms
2022-01-07,23:35,Odder,2470.98,503.08,42.92 ms
2022-06-07,06:55,Jammerbugt,2517.16,613.53,52.53 ms
2022-08-31,00:32,Holstebro,801.8,523.15,42.64 ms
2022-02-13,08:24,Horsens,1107.37,1019.81,45.85 ms
2022-12-26,10:26,Ringkøbing-Skjern,654.55,350.78,18.62 ms
2022-12-23,05:54,Morsø,1460.14,35.89,39.78 ms
2022-07-06,16:18,Stevns,405.75,164.51,9.03 ms
2022-08-31,18:17,Faaborg-Midtfyn,1819.91,256.7,16.48 ms
2022-03-30,04:05,Rudersdal,2405.01,1277.88,20.49 ms
2022-10-10,03:01,Langeland,181.46,1031.46,28.29 ms
2022-03-05,09:28,Sorø,1397.76,1051.1,48.17 ms
2022-09-05,06:37,Vesthimmerland,1727.46,1165.84,12.36 ms
2022-12-02,03:03,Rudersdal,1449.37,32.93,25.74 ms
2022-07-24,06:26,Furesø,77.51,917.26,11.07 ms
2022-08-15,09:23,Frederikshavn,2038.71,594.61,8.03 ms
2022-03-31,02:18,Holstebro,348.46,475.73,34.25 ms
2022-12-18,04:03,Langeland,1619.49,381.29,43.17 ms
2022-08-30,08:50,Billund,335.98,1118.84,30.5 ms
2022-03-30,17:19,Hedensted,103.07,799.99,4.46 ms
2022-01-29,23:31,Hjørring,1928.24,400.86,48.23 ms
2022-07-17,22:06,Brøndby,1952.11,763.11,53.61 ms
2022-04-26,17:49,Holstebro,1890.24,174.75,5.8 ms
2022-11-29,01:12,Rødovre,1009.23,710.99,52.36 ms
2022-11-01,16:00,Copenhagen,502.67,718.15,47.14 ms
2022-11-19,13:58,Esbjerg,279.04,1200.6,13.85 ms
2022-02-24,20:49,Frederiksberg,2227.52,384.96,35.1 ms
2022-06-03,05:57,Haderslev,935.99,645.57,12.9 ms
2022-08-13,06:16,Glostrup,2133.38,56.5,18.51 ms
2022-04-13,22:32,Jammerbugt,929.52,985.55,34.21 ms
2022-11-20,09:11,Ringkøbing-Skjern,2056.0,497.0,19.66 ms
2022-11-21,19:08,Svendborg,480.98,895.01,29.55 ms
2022-04-26,12:52,Tårnby,280.66,255.6,53.39 ms
2022-08-01,20:04,Sorø,1816.57,1003.68,53.22 ms
2022-07-22,07:22,Fredericia,2318.2,650.61,25.09 ms
2022-11-12,01:35,Rødovre,195.02,264.17,4.67 ms
2022-11-11,07:31,Kolding,2413.41,53.2,49.65 ms
2022-07-25,18:57,Gladsaxe,1963.88,631.67,21.41 ms
2022-01-07,02:15,Rudersdal,1409.47,359.0,2.93 ms
2022-06-10,03:39,Roskilde,2055.64,462.42,27.96 ms
2022-08-29,07:56,Assens,1045.04,334.87,50.98 ms
2022-12-21,10:57,Brønderslev,250.47,638.5,3.31 ms
2022-06-16,14:37,Solrød,1502.83,651.29,46.61 ms
2022-03-14,04:58,Rebild,1936.07,405.48,55.19 ms
2022-08-12,07:51,Horsens,1786.98,845.68,55.55 ms
2022-03-06,10:13,Svendborg,311.24,245.04,11.66 ms
2022-06-20,01:25,Holbæk,486.56,472.24,24.52 ms
2022-08-23,01:53,Syddjurs,1100.48,139.84,4.49 ms
2022-10-19,02:23,Gladsaxe,1865.84,1102.01,39.87 ms
2022-05-15,02:31,Faaborg-Midtfyn,2072.87,36.04,18.64 ms
2022-03-18,16:18,Morsø,1560.51,1144.32,37.55 ms
2022-09-17,10:01,Lyngby-Taarbæk,1739.11,632.78,34.04 ms
2022-03-30,16:07,Ringsted,1836.28,799.29,6.99 ms
2022-01-16,00:34,Hjørring,625.1,657.07,5.28 ms
2022-06-22,10:33,Odder,1351.78,464.92,25.18 ms
2022-02-22,22:04,Esbjerg,1201.51,324.14,21.23 ms
2022-08-29,01:42,Norddjurs,1707.08,1091.85,13.69 ms
2022-04-28,05:55,Frederikshavn,1099.67,84.2,51.54 ms
2022-11-05,19:16,Aalborg,888.37,197.55,8.18 ms
2022-10-17,12:41,Stevns,625.17,1217.55,44.43 ms
2022-06-01,08:02,Dragør,1773.03,231.4,19.59 ms
2022-04-21,10:53,Odder,2116.2,833.35,9.79 ms
2022-02-11,22:46,Lyngby-Taarbæk,2394.82,1068.15,20.16 ms
2022-05-12,00:47,Hillerød,587.21,157.63,32.48 ms
2022-04-23,16:24,Vallensbæk,1407.07,951.38,11.25 ms
2022-01-04,13:19,Nordfyn,1976.7,63.86,48.07 ms
2022-07-22,22:00,Roskilde,1423.67,1110.63,31.5 ms
2022-03-05,16:44,Haderslev,2534.23,610.84,47.8 ms
2022-06-04,09:25,Greve,2011.62,1224.1,31.85 ms
2022-09-07,15:38,Guldborgsund,295.2,345.59,3.03 ms
2022-09-12,22:41,Kalundborg,1335.15,641.98,10.39 ms
2022-04-14,02:52,Frederikshavn,192.68,677.06,37.09 ms
2022-04-21,05:01,Gladsaxe,1125.52,715.01,26.71 ms
2022-12-09,13:25,Brøndby,340.83,752.93,40.05 ms
2022-01-25,00:56,Rebild,542.97,32.28,22.82 ms
2022-01-04,12:36,Slagelse,52.29,443.69,54.63 ms
2022-08-19,00:31,Ishøj,928.19,693.52,47.47 ms
2022-03-27,03:09,Haderslev,1919.25,864.2,9.01 ms
2022-01-30,21:21,Svendborg,1832.48,591.08,48.63 ms
2022-12-30,08:39,Hillerød,673.37,1149.06,11.43 ms
2022-09-02,05:59,Randers,1188.29,95.86,33.25 ms
2022-07-15,14:34,Frederikssund,228.4,1268.76,30.1 ms
2022-06-26,14:28,Greve,380.78,146.04,51.52 ms
2022-05-29,23:38,Assens,1805.11,464.29,54.77 ms
2022-04-07,05:28,Ishøj,850.58,621.98,36.08 ms
